Code	Name	Grade	Subject	Type	Description
IDC4OY	Interdisciplinary Studies	12	Interdisciplinary Studies	 Open Leadership (Application Process)	There is no description for this course.
IDC4UI	"Interdisciplinary Studies, Yearbook"	12	Interdisciplinary Studies	University	"Applied Journalism - This course will help students develop practical skills in the areas of photography, image manipulation, design and layout, research and writing, and marketing. This course will help students develop and consolidate the skills required for and knowledge of different subjects/disciplines to solve problems, make decisions, create personal meaning, and present findings beyond the scope of a single subject/discipline. Students will apply the principles and processes of inquiry and research to effectively use a range of print, electronic, and mass media resources; to analyse historical innovations and exemplary research; and to investigate real-life situations and career opportunities in interdisciplinary endeavours. They will also assess their own cognitive and affective strategies, apply general skills in both familiar and new contexts, create innovative products, and communicate new knowledge. (Prerequisite: Any University or University/College preparation course.)"
MFM1PI	Foundations of Mathematics	9	Mathematics	Applied	"This course enables students to develop understanding of mathematical concepts related to introductory algebra, proportional reasoning, and measurement and geometry through investigation, the effective use of technology, and hands-on activities. Students will investigate real-life examples to develop various representations of linear relationships, and will determine the connections between the representations. They will also explore certain relationships that emerge from the measurement of three-dimensional objects and two-dimensional shapes. Students will consolidate their mathematical skills as they solve problems and communicate their thinking."
MPM1DI	Principles of Mathematics	9	Mathematics	Academic	"This course enables students to develop understanding of mathematical concepts related to algebra, analytic geometry, and measurement and geometry through investigation, the effective use of technology, and abstract reasoning. Students will investigate relationships, which they will then generalize as equations of lines, and will determine the connections between different representations of a relationship. They will also explore relationships that emerge from the measurement of three-dimensional objects and two-dimensional shapes. Students will reason mathematically and communicate their thinking as they solve multistep problems."
MPM1DW	Principles of Mathematics	9	Mathematics	Academic (Pre-AP)	There is no description for this course.
MFM2PI	Foundations of Mathematics	10	Mathematics	Applied	"This course enables students to consolidate their understanding of relationships and extend their problem-solving and algebraic skills through investigation, the effective use of technology, and hands-on activities. Students will develop and graph equations in analytic geometry; solve and apply linear systems, using real-life examples; and explore and interpret graphs of quadratic relationships. Students will investigate similar triangles, the trigonometry of right-angles triangles, and the measurement of three-dimensional objects. Students will consolidate their mathematical skills as they solve problems and communicate their thinking. (Prerequisite: Grade 9 Mathematics, Academic or Applied.)"
MPM2DI	Principles of Mathematics	10	Mathematics	Academic	"(Recommend MPM1DI 70%+) - This course enables students to broaden their understanding of relationships and extend their problem-solving and algebraic skills through investigation, the effective use of technology, and abstract reasoning. Students will explore quadratic relationships and their applications; solve and apply linear systems; verify properties of geometric figures using analytic geometry; and investigate the trigonometry of right and acute triangles. Students will reason mathematically as they solve multistep problems and communicate their thinking. (Prerequisite: Grade 9 Mathematics, Academic.)"
MPM2DW	Principles of Mathematics	10	Mathematics	Academic (Pre-AP)	There is no description for this course.
MBF3CI	Foundations for College	11	Mathematics	College	"This course enables students to broaden their understanding of mathematics as a problem-solving tool in the real world. Students will extend their understanding of quadratic relations, as well as of measurement and geometry; investigate situations involving exponential growth; solve problems involving compound interest; solve financial problems connected with vehicle ownership; and develop their ability to reason by collecting, analysing, and evaluating data involving one and two variables. Students will consolidate their mathematical skills as they solve problems and communicate their thinking. (Prerequisite: Grade 10 Foundations of Mathematics, Applied.)"
MCF3MI	Functions and Applications	11	Mathematics	University/College	"(Recommend MPM2DI 60%+) - This course introduces basic features of the function by extending students' experiences with quadratic relations. It focuses on quadratic, trigonometric, and exponential functions and their use in modelling real-world situations. Students will represent functions numerically, graphically, and algebraically; simplify expressions; solve equations; and solve problems relating to financial and trigonometric applications. Students will reason mathematically and communicate their thinking as they solve multi-step problems. (Prerequisite: Grade 10 Principles of Mathematics, Academic, or Grade 10 Foundations of Mathematics, Applied.)"
MCR3UI	Functions	11	Mathematics	University	"(Recommend MPM2DI 70%+) - This course introduces the mathematical concept of the function by extending students' experiences with linear and quadratic relations. Students will investigate properties of discrete and continuous functions, including trigonometric and exponential functions; represent functions numerically, algebraically, and graphically; solve problems involving applications of functions; and develop facility in simplifying polynomial and rational expressions. Students will reason mathematically and communicate their thinking as they solve multi-step problems. (Prerequisite: Grade 10 Principles o£ Mathematics, Academic.)"
MCR3UW	Functions	11	Mathematics	University (Pre-AP)	There is no description for this course.
MEL3EI	Mathematics for Work and Everyday Life	11	Mathematics	Workplace	"This course enables students to broaden their understanding of mathematics as it is applied in the workplace and daily life. Students will solve problems associated with earning money, paying taxes, and making purchases; apply calculations of simple and compound interest in saving, investing, and borrowing; and calculate the costs of transportation and travel in a variety of situations. Students will consolidate their mathematical skills as they solve problems and communicate their thinking. (Prerequisite: Grade 9 Foundations of Mathematics, Applied, or Essential Mathematics, Grade 10, Locally Developed.)"
MAP4CI	Foundations for College	12	Mathematics	College	"This course enables students to broaden their understanding of real-world applications of mathematics. Students will analyse data using statistical methods; solve problems involving applications of geometry and trigonometry; simplify expressions; and solve equations. Students will reason mathematically and communicate their thinking as they solve multi-step problems. This course prepares students for college programs in areas such as business, health sciences, and human services, and for certain skilled trades. (Prerequisite: Foundations for College Mathematics, Grade 11, College Preparation.)"
MHF4UI	Advanced Functions	12	Mathematics	University	"This course extends students’ experience with functions. Students will investigate the properties of polynomial, rational, logarithmic, and trigonometric functions; broaden their understanding of rates of change; and develop facility in applying these concepts and skills. Students will also refine their use of the mathematical processes necessary for success in senior mathematics. This course is intended both for students who plan to study mathematics in university and for those wishing to consolidate their understanding of mathematics before proceeding to any one of a variety of university programs. (Prerequisite: Functions, Grade 11, University Preparation, or Mathematics for College Technology, Grade 12, College Preparation.)"
MCT4CI	Mathematics for College Technology	12	Mathematics	College	"This course enables students to extend their knowledge of functions. Students will investigate and apply properties of polynomial, exponential, and trigonometric functions; continue to represent functions numerically, graphically, and algebraically; develop facility in simplifying expressions and solving equations; and solve problems that address applications of algebra, trigonometry, vectors, and geometry. Students will reason mathematically and communicate their thinking as they solve multi-step problems. This course prepares students for a variety of college technology programs. (Prerequisite: Functions and Applications, Grade 11, University/College Preparation.)"
MDM4UI	Mathematics of Data Management	12	Mathematics	University	"This course broadens students’ understanding of mathematics as it relates to managing data. Students will apply methods for organizing large amounts of information; solve problems involving probability and statistics; and carry out a culminating project that integrates statistical concepts and skills. Students will also refine their use of the mathematical processes necessary for success in senior mathematics. Students planning to enter university programs in business, the social sciences, and the humanities will find this course of particular interest. (Prerequisite: Functions and Applications, Grade 11, University/College Preparation, or Functions, Grade 11, University Preparation.)"
MEL4EI	Mathematics for Work and Everyday Life	12	Mathematics	Workplace	"This course enables students to broaden their understanding of mathematics as it is applied in the workplace and daily life. Students will investigate questions involving the use of statistics; apply the concept of probability to solve problems involving familiar situations; investigate accommodation costs and create household budgets; use proportional reasoning; estimate and measure; and apply geometric concepts to create designs. Students will consolidate their mathematical skills as they solve problems and communicate their thinking. (Prerequisite: Mathematics for Work and Everyday Life, Grade 11, Workplace Preparation.)"
MCV4UI	Calculus and Vectors	12	Mathematics	University	"Prerequisite is MHF4UI or concurrent with MHF4UI. This course builds on students’ previous experience with functions and their developing understanding of rates of change. Students will solve problems involving geometric and algebraic representations of vectors, and representations of lines and planes in three-dimensional space; broaden their understanding of rates of change to include the derivatives of polynomial, rational, exponential, and sinusoidal functions; and apply these concepts and skills to the modelling of real-world relationships. Students will also refine their use of the mathematical processes necessary for success in senior mathematics. This course is intended for students who plan to study mathematics in university and who may choose to pursue careers in fields such as physics and engineering. Note: The new Advanced Functions can be taken concurrently with or can precede Calculus and Vectors. "
MCV4UW	Calculus and Vectors	12	Mathematics	University (AP)	(concurrent with MHF4UW)
MHF4UW	Advanced Functions	12	Mathematics	University (AP)	(concurrent with MCV4UW)
NDW4MI	Issues of Indigenous Peoples in a Global Context	12	Native Studies	University/College	"This course provides students with an overview of the issues and challenges that confront indigenous peoples worldwide. Students will develop an understanding of the concerns and aspirations of the world’s indigenous population, plan and conduct research on global issues that have an impact on indigenous peoples, and use information technology to consult materials related to the views of indigenous peoples throughout the world. (Prerequisite: Any Grade 11 University, University/College, or College preparation course in Native studies.)"
SNC1DI	Science	9	Science	Academic	"This course enables students to develop their understanding of basic concepts in biology, chemistry, earth and space science, and physics, and to relate science to technology, society, and the environment. Throughout the course, students will develop their skills in the processes of scientific investigation. Students will acquire an understanding of scientific theories and conduct investigations related to sustainable ecosystems; atomic and molecular structures and the properties of elements and compounds; the study of the universe and its properties and components; and the principles of electricity."
SNC1DW	Science	9	Science	Academic (Pre-AP)	There is no description for this course.
SNC1PI	Science	9	Science	Applied	"This course enables students to develop their understanding of basic concepts in biology, chemistry, earth and space science, and physics, and to apply their knowledge of science to everyday situations. They are also given opportunities to develop practical skills related to scientific investigation. Students will plan and conduct investigations into practical problems and issues related to the impact of human activity on ecosystems; the structure and properties of elements and compounds; space exploration and the components of the universe; and static and current electricity."
SNC2DI	Science	10	Science	Academic	"This course enables students to enhance their understanding of concepts in biology, chemistry, earth and space science, and physics, and of the interrelationships between science, technology, society, and the environment. Students are also given opportunities to further develop their scientific investigation skills. Students will plan and conduct investigations and develop their understanding of scientific theories related to the connections between cells and systems in animals and plants; chemical reactions, with a particular focus on acid–base reactions; forces that affect climate and climate change; and the interaction of light and matter. (Prerequisite: Grade 9 Science, Academic or Applied.)"
SNC2DW	Science	10	Science	Academic (Pre-AP)	There is no description for this course.
SNC2PI	Science	10	Science	Applied	"This course enables students to develop a deeper understanding of concepts in biology, chemistry, earth and space science, and physics, and to apply their knowledge of science in real-world situations. Students are given opportunities to develop further practical skills in scientific investigation. Students will plan and conduct investigations into everyday problems and issues related to human cells and body systems; chemical reactions; factors affecting climate change; and the interaction of light and matter. (Prerequisite: Grade 9 Science, Academic or Applied.)"
SBI3CI	Biology	11	Science	College	"This course focuses on the processes that occur in biological systems. Students will learn concepts and theories as they conduct investigations in the areas of cellular biology, microbiology, genetics, the anatomy of mammals, and the structure of plants and their role in the natural environment. Emphasis will be placed on the practical application of concepts, and on the skills needed for further study in various branches of the life sciences and related fields. Prerequisite: (Grade 10 Science, Academic or Applied.)"
SBI3UI	Biology	11	Science	University	"This course furthers students’ understanding of the processes that occur in biological systems. Students will study theory and conduct investigations in the areas of biodiversity; evolution; genetic processes; the structure and function of animals; and the anatomy, growth, and function of plants. The course focuses on the theoretical aspects of the topics under study, and helps students refine skills related to scientific investigation. (Prerequisite: Grade 10 Science, Academic.)"
SBI3UW	Biology	11	Science	University (AP)	There is no description for this course.
SCH3UI	Chemistry	11	Science	University	"This course enables students to deepen their understanding of chemistry through the study of the properties of chemicals and chemical bonds; chemical reactions and quantitative relationships in those reactions; solutions and solubility; and atmospheric chemistry and the behaviour of gases. Students will further develop their analytical skills and investigate the qualitative and quantitative properties of matter, as well as the impact of some common chemical reactions on society and the environment. (Prerequisite: Grade 10 Science, Academic.)"
SCH3UW	Chemistry	11	Science	University (AP)	There is no description for this course.
SPH3UI	Physics	11	Science	University	"This course develops students’ understanding of the basic concepts of physics. Students will explore kinematics, with an emphasis on linear motion; different kinds of forces; energy transformations; the properties of mechanical waves and sound; and electricity and magnetism. They will enhance their scientific investigation skills as they test laws of physics. In addition, they will analyse the interrelationships between physics and technology, and consider the impact of technological applications of physics on society and the environment. (Prerequisite: Grade 10 Science, Academic.)"
SPH3UW	Physics	11	Science	University (AP)	There is no description for this course.
SBI4UI	Biology	12	Science	University	"This course provides students with the opportunity for in-depth study of the concepts and processes that occur in biological systems. Students will study theory and conduct investigations in the areas of biochemistry, metabolic processes, molecular genetics, homeostasis, and population dynamics. Emphasis will be placed on the achievement of detailed knowledge and the refinement of skills needed for further study in various branches of the life sciences and related fields. (Prerequisite: Grade 11 Biology, University.)"
SBI4UW	Biology	12	Science	University (AP)	There is no description for this course.
SCH4CI	Chemistry	12	Science	College	"This course can be taken in either grade 11 or 12. This course enables students to develop an understanding of chemistry through the study of matter and qualitative analysis, organic chemistry, electrochemistry, chemical calculations, and chemistry as it relates to the quality of the environment. Students will use a variety of laboratory techniques, develop skills in data collection and scientific analysis, and communicate scientific information using appropriate terminology. Emphasis will be placed on the role of chemistry in daily life and the effects of technological applications and processes on society and the environment. (Prerequisite: Grade 10 Science, Academic or Applied.)"
SCH4UI	Chemistry	12	Science	University	"This course enables students to deepen their understanding of chemistry through the study of organic chemistry, the structure and properties of matter, energy changes and rates of reaction, equilibrium in chemical systems, and electrochemistry. Students will further develop their problem-solving and investigation skills as they investigate chemical processes, and will refine their ability to communicate scientific information. Emphasis will be placed on the importance of chemistry in everyday life and on evaluating the impact of chemical technology on the environment. (Prerequisite: Grade 11 Chemistry, University.)"
SCH4UW	Chemistry	12	Science	University (AP)	There is no description for this course.
SES4UI	Earth and Space Science	12	Science	University	"This course develops students’ understanding of Earth and its place in the universe. Students will investigate the properties of and forces in the universe and solar system and analyse techniques scientists use to generate knowledge about them. Students will closely examine the materials of Earth, its internal and surficial processes, and its geological history, and will learn how Earth’s systems interact and how they have changed over time. Throughout the course, students will learn how these forces, processes, and materials affect their daily lives. The course draws on biology, chemistry, physics, and mathematics in its consideration of geological and astronomical processes that can be observed directly or inferred from other evidence. (Prerequisite: Grade 10 Science, Academic.)"
SNC4MI	Science	12	Science	University/College	"This course enables students, including those pursuing post-secondary programs outside the sciences, to increase their understanding of science and contemporary social and environmental issues in health-related fields. Students will explore a variety of medical technologies, pathogens and disease, nutritional science, public health issues, and biotechnology. The course focuses on the theoretical aspects of the topics under study and helps refine students’ scientific investigation skills. (Prerequisite: Grade 10 Science, Academic, or any Grade 11 university, university/college, or college preparation course in science.)"
SPH4CI	Physics	12	Science	College	"This course can be taken in either grade 11 or 12. This course develops students’ understanding of the basic concepts of physics. Students will explore these concepts with respect to motion; mechanical, electrical, electromagnetic, energy transformation, hydraulic, and pneumatic systems; and the operation of commonly used tools and machines. They will develop their scientific investigation skills as they test laws of physics and solve both assigned problems and those emerging from their investigations. Students will also consider the impact of technological applications of physics on society and the environment. (Prerequisite: Grade 10 Science, Academic or Applied.)"
SPH4UI	Physics	12	Science	University	"This course enables students to deepen their understanding of physics concepts and theories. Students will continue their exploration of energy transformations and the forces that affect motion, and will investigate electrical, gravitational, and magnetic fields and electromagnetic radiation. Students will also explore the wave nature of light, quantum mechanics, and special relativity. They will further develop their scientific investigation skills, learning, for example, how to analyse, qualitatively and quantitatively, data relating to a variety of physics concepts and principles. Students will also consider the impact of technological applications of physics on society and the environment. (Prerequisite: Grade 11 Physics, University.)"
SPH4UW	Physics	12	Science	University (AP)	There is no description for this course.
HIF1OI	Exploring Family Studies	9	Social Sciences and Humanities	Open	"This course explores, within the context of families, some of the fundamental challenges people face: how to meet basic needs, how to relate to others, how to manage resources, and how to become responsible members of society. Students will explore adolescent development and will have opportunities to develop interpersonal, decision-making, and practical skills related to daily life. They will learn about the diverse ways in which families function in Canada and will use research skills as they explore topics related to individual and family needs and resources."
HFN2OI	Food and Nutrition	10	Social Sciences and Humanities	Open	"This course focuses on guidelines for making nutritious food choices. Students will investigate factors that influence food choices, including beliefs, attitudes, current trends, traditional eating patterns, food marketing strategies, and individual needs. Students will also explore the environmental impact of a variety of food choices at the local and global level. The course provides students with opportunities to develop food preparation skills and introduces them to the use of social science research methods in the area of food and nutrition."
HNC3CI	Understanding Fashion	11	Social Sciences and Humanities	College	"This course introduces students to the world of fashion. Students will gain an understanding of theories related to fashion trends and of how culture, media, fashion cycles, retailing, and social and environmental factors influence fashion trends and consumer behaviour. Students will use various tools, technologies, and techniques safely and correctly to create fashion items. They will apply knowledge of fibres, fabrics, and the elements and principles of design when creating and assessing fashion-related products. Students will develop research skills as they investigate topics related to fashion."
HPC3OI	Raising Healthy Children	11	Social Sciences and Humanities	Open	"This course focuses on the skills and knowledge parents, guardians, and caregivers need, with particular emphasis on maternal health, pregnancy, birth, and the early years of human development (birth to six years old). Through study and practical experience, students will learn how to meet the developmental needs of young children, communicate with them, and effectively guide their early behaviour. Students will develop their research skills through investigations related to caregiving and child rearing."
HPW3CI	Working with Infants and Young Children	11	Social Sciences and Humanities	College	"Students will study theories about child behaviour and development, and will have opportunities for research and observation and for practical experiences with young children. Students will become familiar with occupational opportunities and requirements related to working with infants and young children. They will also have opportunities to develop research and critical-thinking skills as they investigate and evaluate current research about early childhood education."
HRT3MI	World Religions and Belief Traditions	11	Social Sciences and Humanities	University/College	"World Religions and Belief Traditions - Perspectives, Issues, and Challenges - University/College Preparation : This course provides students with opportunities to explore various world religions and belief traditions. Students will develop knowledge of the terms and concepts relevant to this area of study, will examine the ways in which religions and belief traditions meet various human needs, and will learn about the relationship between belief and action. They will examine sacred writings and teachings, consider how concepts of time and place influence different religions and belief traditions, and develop research and inquiry skills related to the study of human expressions of belief."
HSP3CI	"Introduction to Anthropology, Psychology, and Sociology"	11	Social Sciences and Humanities	College	"This course introduces students to theories, questions, and issues related to anthropology, psychology, and sociology. Students learn about approaches and research methods used by social scientists. They will be given opportunities to apply theories from a variety of perspectives, to conduct social science research, and to become familiar with current issues within the three disciplines."
HFA4CI	Nutrition and Health	12	Social Sciences and Humanities	College	"This course focuses on the relationship between nutrition and health at different stages of life and on global issues related to food production. Students will investigate the role of nutrition in health and disease and assess strategies for promoting food security and environmental responsibility. Students will learn about healthy eating, expand their repertoire of food-preparation techniques, and refine their ability to use social science research and inquiry methods to investigate topics related to nutrition and health. (Prerequisite: Any University, College, or University/College preparation course in Social Sciences and Humanities, English, or Canadian and World Studies.)"
HFA4UI	Nutrition and Health	12	Social Sciences and Humanities	University	"This course examines the relationships between food, energy balance, and nutritional status; the nutritional needs of individuals at different stages of life; and the role of nutrition in health and disease. Students will evaluate nutrition-related trends and will determine how food choices can promote food security and environmental responsibility. Students will learn about healthy eating, expand their repertoire of food-preparation techniques, and develop their social science research skills by investigating issues related to nutrition and health. (Prerequisite: Any University or University/College preparation course in Social Sciences and Humanities, English, or Canadian and World Studies.)"
HHS4CI	Families in Canada	12	Social Sciences and Humanities	College	"This course enables students to develop an understanding of social science theories as they apply to individual development, the development of intimate relationships, and family and parent-child relationships. Students will explore a range of issues relating to the development of individuals and families in contemporary Canadian society as well as in other cultures and historical periods. They will develop the investigative skills required to conduct research on individuals, intimate relationships, and parent-child roles and relationships in Canada. (Prerequisite: Any University, College, or University/College preparation course in Social Sciences and Humanities, English, or Canadian and World Studies.)"
HHS4UI	Families in Canada	12	Social Sciences and Humanities	University	"This course enables students to draw on sociological, psychological, and anthropological theories and research to analyse the development of individuals, intimate relationships, and family and parent-child relationships. Students will focus on issues and challenges facing individuals and families in Canada’s diverse society. They will develop analytical tools that enable them to assess various factors affecting families and to consider policies and practices intended to support families in Canada. They will develop the investigative skills required to conduct and communicate the results of research on individuals, intimate relationships, and parent-child relationships. (Prerequisite: Any University or University/College preparation course in Social Sciences and Humanities, English, or Canadian and World Studies.)"
HZT4UI	"Philosophy, Question and Theories"	12	Social Sciences and Humanities	University	"This course enables students to acquire an understanding of the nature of philosophy and philosophical reasoning skills and to develop and apply their knowledge and skills while exploring specialized branches of philosophy (the course will cover at least three of the following branches: metaphysics, ethics, epistemology, philosophy of science, social and political philosophy, aesthetics). Students will develop critical thinking and philosophical reasoning skills as they formulate and evaluate arguments related to a variety of philosophical questions and theories. They will also develop research and inquiry skills related to the study and practice of philosophy. (Prerequisite: Any University or University/College preparation course in Social Sciences and Humanities, English, or Canadian and World Studies.)"
TIJ1OI	Exploring Technologies	9	Technological Education	Open	"This course enables students to further explore and develop technological knowledge and skills introduced in the elementary science and technology program. Students will be given the opportunity to design and create products and/or provide services related to the various technological areas or industries, working with a variety of tools, equipment, and software commonly used in industry. Students will develop an awareness of environmental and societal issues, and will begin to explore secondary and postsecondary education and training pathways leading to careers in technology-related fields."
TEJ3MI	Computer Engineering Technology	11	Technological Education	University/College	"This course examines computer systems and control of external devices. Students will assemble computers and small networks by installing and configuring appropriate hardware and software. Students will develop knowledge and skills in electronics, robotics, programming, and networks, and will build systems that use computer programs and interfaces to control and/or respond to external devices. Students will develop an awareness of environmental and societal issues related to the use of computers, and will learn about college and university programs leading to careers in computer engineering. Recommended to be taken before or concurrently with emphasis courses."
TEJ4MI	Computer Engineering Technology	12	Technological Education	University/College	"This course extends students’ understanding of computer systems and computer interfacing with external devices. Students will assemble computer systems by installing and configuring appropriate hardware and software, and will learn more about fundamental concepts of electronics, robotics, programming, and networks. Students will examine environmental and societal issues related to the use of computers, and explore postsecondary pathways leading to careers in computer engineering and related fields. Recommended to be taken before or concurrently with emphasis courses. (Prerequisite: Computer Engineering Technology, Grade 11, University/College Preparation.)"
TGJ2OI	Communication Technology	10	Technological Education	Open	"This course introduces students to communications technology from a media perspective. Students will work in the areas of TV/video and movie production, radio and audio production, print and graphic communications, photography, and animation. Student projects may include computer-based activities such as creating videos, editing photos, working with audio, cartooning, developing animations, and designing web pages. Students will also develop an awareness of environmental and societal issues related to communications technology and explore secondary and postsecondary education and training pathways and career opportunities in the various communications technology fields."
TGJ3MI	"Communication Technology: Graphic Design, Video, New Media"	11	Technological Education	University/College	"This course examines communications technology from a media perspective. Students will develop knowledge and skills as they design and produce media projects in the areas of live, recorded, and graphic communications. These areas may include TV, video, and movie production; radio and audio production; print and graphic communications; photography; digital imaging; broadcast journalism; and interactive new media. Students will also develop an awareness of related environmental and societal issues and explore college and university programs and career opportunities in the various communications technology fields. Recommended to be taken before or concurrently with emphasis courses."
TGJ4MI	"Communication Technology: Graphic Design, Video, New Media"	12	Technological Education	University/College	"This course enables students to further develop media knowledge and skills while designing and producing projects in the areas of live, recorded, and graphic communications. Students may work in the areas of TV, video, and movie production; radio and audio production; print and graphic communications; photography; digital imaging; broadcast journalism; and interactive new media. Students will also expand their awareness of environmental and societal issues related to communications technology and will investigate career opportunities and challenges in a rapidly changing technological environment. (Prerequisite: Grade 11 Communications Technology, University/College Preparation.)"
TCJ2OI	Construction Technology	10	Technological Education	Open	"This course introduces students to building materials and processes through opportunities to design and build various construction projects. Students will learn to create and read working drawings; become familiar with common construction materials, components, and processes; and perform a variety of fabrication, assembly, and finishing operations. They will use a variety of hand and power tools and apply knowledge of imperial and metric systems of measurement, as appropriate. Students will develop an awareness of environmental and societal issues related to construction technology, and will explore secondary and postsecondary pathways leading to careers in the industry."
TCJ3CI	Construction Engineering	11	Technological Education	College	"This course focuses on the development of knowledge and skills related to residential construction. Students will gain hands on experience using a variety of construction materials, processes, tools, and equipment; learn about building design and planning construction projects; create and interpret working drawings and sections; and learn how the Ontario Building Code and other regulations and standards apply to construction projects. Students will also develop an awareness of environmental and societal issues related to construction technology, and explore career opportunities in the field."
TWJ3EI	"Construction Technology, Furniture"	11	Technological Education	College	"Custom Woodworking - Workplace Preparation: This course enables students to develop knowledge and skills related to cabinet making and furniture making. Students will gain practical experience using a variety of the materials, tools, equipment, and joinery techniques associated with custom woodworking. Students will learn to create and interpret technical drawings and will plan, design, and fabricate projects. They will also develop an awareness of environmental and societal issues related to the woodworking industry, and explore apprenticeships, postsecondary training, and career opportunities in the field that may be pursued directly after graduation."
TCJ4CI	Construction Engineering	12	Technological Education	College	"This course enables students to further develop knowledge and skills related to residential construction and to explore light commercial construction. Students will gain hands on experience using a variety of materials, processes, tools, and equipment and will learn more about building design and project planning. They will continue to create and interpret construction drawings and will extend their knowledge of construction terminology and of relevant building codes and regulations, as well as health and safety standards and practices. Students will also focus on environmental and societal issues related to construction engineering technology, and explore career opportunities in the field. (Prerequisite: Grade 11 Construction Engineering Technology, College Preparation.)"
TMJ3CI	Manufacturing Technology: Precision Machining and/or Computer Aided Manufacturing	11	Technological Education	College	"This course enables students to develop knowledge and skills through hands-on, project based learning. Students will acquire design, fabrication, and problem-solving skills while using tools and equipment such as lathes, mills, welders, computer-aided machines, robots, and control systems. Students may have opportunities to obtain industry-standard certification and training. Students will develop an awareness of environmental and societal issues related to manufacturing and will learn about pathways leading to careers in the industry. Recommended to be taken before or concurrently with emphasis courses."
TMJ4CI	Manufacturing Technology: Precision Machining and/or Computer Aided Manufacturing	12	Technological Education	College	"This course enables students to further develop knowledge and skills related to machining, welding, print reading, computer numerical control (CNC), robotics, and design. Students will develop proficiency in using mechanical, pneumatic, electronic, and computer control systems in a project-based learning environment and may have opportunities to obtain industry-standard training and certification. Students will expand their awareness of environmental and societal issues and career opportunities in the manufacturing industry. Recommended to be taken before or concurrently with emphasis courses. (Prerequisite: Grade 11 Manufacturing Technology, College Preparation.)"
TDJ3MI	Technological Design	11	Technological Education	University/College	"This course examines how technological design is influenced by human, environmental, financial, and material requirements and resources. Students will research, design, build, and assess solutions that meet specific human needs, using working drawings and other communication methods to present their design ideas. They will develop an awareness of environmental, societal, and cultural issues related to technological design, and will explore career opportunities in the field, as well as the college and/or university program requirements for them. Recommended to be taken before or concurrently with emphasis courses."
TDJ4MI	Technological Design	12	Technological Education	University/College	"This course introduces students to the fundamentals of design advocacy and marketing, while building on their design skills and their knowledge of professional design practices. Students will apply a systematic design process to research, design, build, and assess solutions that meet specific human needs, using illustrations, presentation drawings, and other communication methods to present their designs. Students will enhance their problem solving and communication skills, and explore career opportunitie and the postsecondary education and training requirements for them. Recommended to be taken before or concurrently with emphasis courses. (Prerequisit: Grade 11 Technological Design, University/College Preparation.)"
TDV4MX	Technological Design: Interior Design	12	Technological Education	University/College	"This course introduces students to the fundamentals of design advocacy and marketing, while building on their design skills and their knowledge of professional design practices. Students will apply a systematic design process to research, design, build, and assess solutions that meet specific human needs, using illustrations, presentation drawings, and other communication methods to present their designs. Students will enhance their problem solving and communication skills, and explore career opportunities and the postsecondary education and training requirements for them. (Prerequisite: Grade 11 Technological Design, University/College Preparation.)"
TTJ2OI	Transportation Technology	10	Technological Education	Open	"This course introduces students to the service and maintenance of vehicles, aircraft, and/or watercraft. Students will develop knowledge and skills related to the construction and operation of vehicle/craft systems and learn maintenance and repair techniques. Student projects may include the construction of a self-propelled vehicle or craft, engine service, tire/wheel service, electrical/battery service, and proper body care. Students will develop an awareness of related environmental and societal issues and will explore secondary and postsecondary pathways leading to careers in the transportation industry."
TTJ3CI	Transportation Technology: Auto Service	11	Technological Education	College	"This course enables students to develop technical knowledge and skills as they study, test, service, and repair engine, electrical, suspension, brake, and steering systems on vehicles, aircraft, and/or watercraft. Students will develop communication and teamwork skills through practical tasks, using a variety of tools and equipment. Students will develop an awareness of environmental and societal issues related to transportation and will learn about apprenticeship and college programs leading to careers in the transportation industry. Recommended to be taken before or concurrently with emphasis courses."
TTJ4CI	Transportation Technology: Auto Service	12	Technological Education	College	"This course enables students to further develop technical knowledge and skills as they study, test, service, and repair engine management systems; power trains; steering/control, suspension, brake, and body systems on vehicles, aircraft, and/or watercraft; and/or small engine products. Students will refine communication and teamwork skills through practical tasks, using a variety of tools and equipment. Students will expand their awareness of environmental and societal issues related to transportation and their knowledge of apprenticeship and college programs leading to careers in the transportation industry. Recommended to be taken before or concurrently with emphasis courses. (Prerequisite: Grade 11 Transportation Technology, College Preparation.)"
ESLAOI	"Beginning Communication in English, ESL, Level 1"	10	English Language Learners	Open	"Specialized ESL courses are designed to meet the needs of students who are enrolled in ESL programs in consultation with WCI ESL staff. Three ESL English courses may be used as compulsory English credits. This course builds on students’ previous education and language knowledge to introduce the English language and help students adjust to their new cultural environment. Students will use beginning English language skills in listening, speaking, reading, and writing for everyday and essential academic purposes; use basic English language structures and simple sentence patterns in short conversations; read short adapted texts; and write phrases and short sentences. The course also provides students with the knowledge and skills they need to begin to adapt to their new lives in Canada."
ESLBOI	"English in Daily Life, ESL, Level 2"	10	English Language Learners	Open	"Specialized ESL courses are designed to meet the needs of students who are enrolled in ESL programs in consultation with WCI ESL staff. Three ESL English courses may be used as compulsory English credits. This course expands students' listening, speaking, reading, and writing skills in English for everyday and academic purposes. Students will participate in conversations, in structured situations, on a variety of familiar and new topics; link English sentences to compose paragraphs; read a variety of texts designed or adapted for English language learners; and expand their knowledge of English grammatical structures and sentence patterns. The course also supports students' continuing adaptation to the Ontario school system by expanding their cultural knowledge of their new province and country. (Prerequisite: English as a Second Language, Level 1, or equivalent.)"
